,Dates,Category,PdDistrict,Address,X,Y
449395,2009-01-11 12:00:00,RUNAWAY,CENTRAL,800 Block of PACIFIC AV,-122.409061067118,37.79667866375471
449497,2009-01-11 02:04:00,KIDNAPPING,MISSION,900 Block of TREAT AV,-122.413147019892,37.7549540482182
449510,2009-01-11 01:20:00,DRUNKENNESS,CENTRAL,POST ST / JONES ST,-122.413358051141,37.7876637195721
449564,2009-01-10 22:45:00,DRUNKENNESS,TENDERLOIN,100 Block of TAYLOR ST,-122.410791677645,37.7836952269749
449612,2009-01-10 20:10:00,ARSON,RICHMOND,800 Block of 39TH AV,-122.499318733675,37.7727970777258
449641,2009-01-10 19:10:00,DRUNKENNESS,CENTRAL,BROADWAY ST / COLUMBUS AV,-122.406669739951,37.7978641744394
449671,2009-01-10 17:47:00,RUNAWAY,BAYVIEW,0 Block of LEDYARD ST,-122.402116556292,37.7332354676556
449707,2009-01-10 16:51:00,DRUNKENNESS,MISSION,3000 Block of 24TH ST,-122.4138307659,37.7525754079659
449924,2009-01-10 01:00:00,DRUNKENNESS,SOUTHERN,500 Block of 4TH ST,-122.39784956123002,37.7793117074346
449974,2009-01-09 21:51:00,DRUNKENNESS,NORTHERN,800 Block of ELLIS ST,-122.42019129512,37.7838703920898
450057,2009-01-09 17:51:00,DRUNKENNESS,TENDERLOIN,JONES ST / EDDY ST,-122.412597377187,37.783932027727296
450169,2009-01-09 12:10:00,ARSON,NORTHERN,1100 Block of GOLDEN GATE AV,-122.428629291515,37.779931744212
450240,2009-01-09 07:15:00,RUNAWAY,TARAVAL,500 Block of HOLLOWAY AV,-122.458703350333,37.7217839385443
450246,2009-01-09 06:40:00,RUNAWAY,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
450251,2009-01-09 04:42:00,ARSON,NORTHERN,1600 Block of UNION ST,-122.426473957204,37.798291291684
450306,2009-01-08 23:30:00,DRUNKENNESS,PARK,200 Block of SHRADER ST,-122.452460550389,37.772647606317
450524,2009-01-08 13:13:00,ARSON,TENDERLOIN,OFARRELL ST / TAYLOR ST,-122.411328369311,37.7859963050476
450762,2009-01-07 18:40:00,DRUNKENNESS,TENDERLOIN,0 Block of TAYLOR ST,-122.410689907787,37.7824948907735
450809,2009-01-07 17:00:00,KIDNAPPING,BAYVIEW,1500 Block of REVERE AV,-122.389206215932,37.7311894334281
450967,2009-01-07 10:30:00,KIDNAPPING,PARK,2000 Block of MCALLISTER ST,-122.445840487631,37.776901812095
451059,2009-01-07 02:25:00,ARSON,BAYVIEW,1400 Block of 25TH ST,-122.39313357102,37.7524596896067
451067,2009-01-07 01:40:00,DRUNKENNESS,TENDERLOIN,200 Block of EDDY ST,-122.411778295992,37.7839805592634
451070,2009-01-07 01:35:00,DRUNKENNESS,PARK,600 Block of HAIGHT ST,-122.432918340311,37.7717365330369
451084,2009-01-07 00:01:00,KIDNAPPING,NORTHERN,1000 Block of FILLMORE ST,-122.431790993089,37.779115741059705
451236,2009-01-06 16:30:00,RUNAWAY,TARAVAL,0 Block of JULES AV,-122.461163238283,37.7191248815986
451335,2009-01-06 12:30:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
451388,2009-01-06 10:00:00,KIDNAPPING,SOUTHERN,0 Block of 6TH ST,-122.410041631816,37.78195365372571
451441,2009-01-06 06:26:00,ARSON,MISSION,3900 Block of 24TH ST,-122.430794211054,37.75155749992229
451476,2009-01-06 02:00:00,KIDNAPPING,INGLESIDE,0 Block of SANTOS ST,-122.41867937435,37.711332789313005
451489,2009-01-06 00:38:00,DRUNKENNESS,CENTRAL,1000 Block of KEARNY ST,-122.4055247968,37.7977714997338
451603,2009-01-05 18:00:00,ARSON,CENTRAL,1300 Block of CALIFORNIA ST,-122.416773563916,37.7911165972854
451693,2009-01-05 13:25:00,RUNAWAY,RICHMOND,700 Block of 33RD AV,-122.492903087989,37.7749629647565
452023,2008-12-28 12:33:00,DRUNKENNESS,SOUTHERN,MCCOPPIN ST / VALENCIA ST,-122.422526328922,37.7715962069104
452056,2008-12-28 11:27:00,DRUNKENNESS,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
452135,2008-12-28 02:50:00,ARSON,BAYVIEW,1100 Block of QUESADA AV,-122.381014086921,37.72735297348621
452146,2008-12-28 01:40:00,DRUNKENNESS,SOUTHERN,600 Block of HOWARD ST,-122.399870165149,37.7854258563204
452171,2008-12-28 00:03:00,DRUNKENNESS,NORTHERN,2200 Block of FILLMORE ST,-122.434185156356,37.7902737888877
452179,2008-12-28 00:01:00,KIDNAPPING,INGLESIDE,1100 Block of ALEMANY BL,-122.430219990195,37.7307327608383
452275,2008-12-27 19:32:00,DRUNKENNESS,SOUTHERN,800 Block of 3RD ST,-122.391425069857,37.7778727797586
452302,2008-12-27 18:05:00,DRUNKENNESS,PARK,200 Block of CENTRAL AV,-122.444000364635,37.7718270462389
452509,2008-12-27 03:01:00,DRUNKENNESS,TENDERLOIN,EDDY ST / TAYLOR ST,-122.410955248906,37.7841399509594
452512,2008-12-27 02:58:00,ARSON,BAYVIEW,1200 Block of ILLINOIS ST,-122.387199178599,37.7561077526854
452518,2008-12-27 02:02:00,DRUNKENNESS,TENDERLOIN,200 Block of TAYLOR ST,-122.410979175673,37.784625434984
452557,2008-12-27 00:01:00,KIDNAPPING,MISSION,3200 Block of 23RD ST,-122.418055151685,37.7539240929444
452657,2008-12-26 16:12:00,DRUNKENNESS,TENDERLOIN,0 Block of MCALLISTER ST,-122.412596970637,37.7811192121542
452828,2008-12-26 00:30:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
452831,2008-12-26 00:28:00,DRUNKENNESS,MISSION,3100 Block of 19TH ST,-122.414303930522,37.7605864307207
452836,2008-12-26 00:01:00,KIDNAPPING,BAYVIEW,0 Block of CASHMERE ST,-122.382705072801,37.7358858148594
452912,2008-12-25 17:14:00,DRUNKENNESS,TENDERLOIN,100 Block of EDDY ST,-122.410157073911,37.7842973843312
452941,2008-12-25 14:00:00,DRUNKENNESS,INGLESIDE,0 Block of BROOKDALE AV,-122.4208910342,37.7120920675614
452976,2008-12-25 10:30:00,RUNAWAY,RICHMOND,800 Block of EUCLID AV,-122.458490740585,37.7837951529214
452983,2008-12-25 10:00:00,KIDNAPPING,CENTRAL,600 Block of BUSH ST,-122.408404482124,37.7902633246767
453000,2008-12-25 04:00:00,KIDNAPPING,TARAVAL,THRIFT ST / PLYMOUTH AV,-122.456093983041,37.7174756418237
453049,2008-12-24 23:03:00,DRUNKENNESS,MISSION,1800 Block of 15TH ST,-122.425864046062,37.7662536102334
453091,2008-12-24 20:10:00,ARSON,BAYVIEW,1400 Block of HUDSON AV,-122.385215479529,37.7382444962471
453310,2008-12-24 08:00:00,RUNAWAY,RICHMOND,400 Block of 9TH AV,-122.467488647124,37.7798911973996
453368,2008-12-23 22:51:00,DRUNKENNESS,SOUTHERN,1100 Block of MARKET ST,-122.41371122073,37.7796660426062
453586,2008-12-23 08:00:00,KIDNAPPING,INGLESIDE,300 Block of MADRID ST,-122.430995189317,37.7239029233141
453635,2008-12-23 00:47:00,ARSON,CENTRAL,TAYLOR ST / ALADDIN TR,-122.414216512721,37.8002882875133
453636,2008-12-23 00:40:00,DRUNKENNESS,BAYVIEW,2400 Block of SAN BRUNO AV,-122.404952461327,37.7307376243582
453649,2008-12-22 23:59:00,ARSON,RICHMOND,600 Block of 32ND AV,-122.491956779206,37.7768766735218
453745,2008-12-22 18:57:00,KIDNAPPING,TARAVAL,2100 Block of 22ND AV,-122.479160707866,37.7475559158885
453892,2008-12-22 12:09:00,DRUNKENNESS,SOUTHERN,800 Block of MARKET ST,-122.407633520742,37.7841893501425
453926,2008-12-22 11:30:00,KIDNAPPING,TENDERLOIN,600 Block of OFARRELL ST,-122.41533612902,37.7854364798696
454191,2008-12-14 13:00:00,KIDNAPPING,CENTRAL,800 Block of LEAVENWORTH ST,-122.415212031352,37.788871449843
454314,2008-12-14 00:55:00,DRUNKENNESS,CENTRAL,0 Block of CAMPTON PL,-122.406096297772,37.7890234704903
454387,2008-12-13 21:30:00,ARSON,INGLESIDE,500 Block of MOSCOW ST,-122.429461979259,37.71894269549521
454390,2008-12-13 21:30:00,KIDNAPPING,BAYVIEW,6600 Block of 3RD ST,-122.398315314856,37.7181339755846
454406,2008-12-13 20:55:00,ARSON,NORTHERN,2100 Block of FRANKLIN ST,-122.424716375946,37.794183791995
454529,2008-12-13 15:30:00,KIDNAPPING,BAYVIEW,1400 Block of PALOU AV,-122.388078475154,37.7324430442707
454641,2008-12-13 05:05:00,DRUNKENNESS,INGLESIDE,200 Block of BLYTHDALE AV,-122.420556751442,37.7108945814914
454658,2008-12-13 02:30:00,DRUNKENNESS,TARAVAL,GREAT HWY / TARAVAL ST,-122.506864755163,37.7416713934066
454685,2008-12-13 00:06:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
454733,2008-12-12 21:15:00,DRUNKENNESS,TARAVAL,2500 Block of 40TH AV,-122.497923307918,37.7392469351271
454771,2008-12-12 19:46:00,DRUNKENNESS,MISSION,3200 Block of 24TH ST,-122.418190260713,37.7523088381464
454833,2008-12-12 16:20:00,DRUNKENNESS,MISSION,3100 Block of 24TH ST,-122.414623849785,37.75241809285711
454874,2008-12-12 14:29:00,KIDNAPPING,BAYVIEW,0 Block of REARDON RD,-122.377026608239,37.729440713500296
454957,2008-12-12 09:48:00,DRUNKENNESS,MISSION,MARKET ST / CASTRO ST,-122.435187699349,37.7626702770872
454993,2008-12-12 06:30:00,ARSON,NORTHERN,2400 Block of FILBERT ST,-122.439815722257,37.7975503025544
455182,2008-12-11 17:14:00,DRUNKENNESS,SOUTHERN,900 Block of MARKET ST,-122.408595110869,37.7837069301545
455219,2008-12-11 15:00:00,RUNAWAY,PARK,100 Block of BELVEDERE ST,-122.449328648219,37.7677738874748
455406,2008-12-11 00:01:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
455476,2008-12-10 19:36:00,KIDNAPPING,TENDERLOIN,0 Block of GOLDEN GATE AV,-122.41126513685,37.78213926815221
455618,2008-12-10 14:18:00,DRUNKENNESS,PARK,HAIGHT ST / CLAYTON ST,-122.448578484966,37.769797716883104
455631,2008-12-10 14:00:00,RUNAWAY,INGLESIDE,1300 Block of SUNNYDALE AV,-122.413971257366,37.7114003044694
455918,2008-12-09 17:00:00,KIDNAPPING,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
455919,2008-12-09 17:00:00,KIDNAPPING,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
455986,2008-12-09 14:22:00,KIDNAPPING,BAYVIEW,1200 Block of BAY SHORE BL,-122.402410107907,37.728735379612
456144,2008-12-09 01:07:00,KIDNAPPING,TENDERLOIN,200 Block of TURK ST,-122.413259498719,37.7829514828801
456171,2008-12-08 23:50:00,DRUNKENNESS,SOUTHERN,6TH ST / FOLSOM ST,-122.405618998022,37.7785045190918
456208,2008-12-08 21:00:00,KIDNAPPING,BAYVIEW,DOUBLEROCK ST / CAMERON WY,-122.388056492424,37.7206927139763
456209,2008-12-08 21:00:00,KIDNAPPING,TARAVAL,1600 Block of 44TH AV,-122.503525571115,37.75583586943621
456268,2008-12-08 18:12:00,DRUNKENNESS,CENTRAL,1700 Block of TAYLOR ST,-122.413907435756,37.79842250867321
456276,2008-12-08 17:51:00,DRUNKENNESS,PARK,HAIGHT ST / SHRADER ST,-122.451864552636,37.7693505381781
456566,2008-12-08 00:10:00,KIDNAPPING,BAYVIEW,0 Block of CASHMERE ST,-122.382745395519,37.73565878863421
456603,2008-11-30 22:29:00,DRUNKENNESS,CENTRAL,700 Block of VALLEJO ST,-122.409212989898,37.7984669746847
456861,2008-11-30 04:48:00,ARSON,BAYVIEW,700 Block of FITCH ST,-122.372571530798,37.73230293783379
456878,2008-11-30 03:05:00,DRUNKENNESS,TENDERLOIN,200 Block of EDDY ST,-122.411778295992,37.7839805592634
456890,2008-11-30 02:00:00,DRUNKENNESS,SOUTHERN,HOWARD ST / 6TH ST,-122.407163046954,37.7797376338991
456904,2008-11-30 01:00:00,DRUNKENNESS,BAYVIEW,400 Block of VERMONT ST,-122.404364167887,37.7640149793292
456923,2008-11-30 00:12:00,ARSON,CENTRAL,1200 Block of FILBERT ST,-122.420066454419,37.7999724858428
457081,2008-11-29 17:45:00,DRUNKENNESS,SOUTHERN,MARKET ST / 5THSTNORTH ST,-122.408068345148,37.7839916768161
457144,2008-11-29 15:09:00,DRUNKENNESS,PARK,OAK ST / DIVISADERO ST,-122.437422446098,37.7731323316038
457191,2008-11-29 13:30:00,ARSON,INGLESIDE,1500 Block of ALABAMA ST,-122.410568705339,37.7478290562548
457261,2008-11-29 09:12:00,DRUNKENNESS,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
457341,2008-11-28 23:35:00,DRUNKENNESS,MISSION,3200 Block of 24TH ST,-122.418190260713,37.7523088381464
457345,2008-11-28 23:13:00,DRUNKENNESS,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
457360,2008-11-28 22:55:00,DRUNKENNESS,INGLESIDE,400 Block of GATES ST,-122.414117509486,37.737719162259495
457459,2008-11-28 17:10:00,KIDNAPPING,INGLESIDE,100 Block of LOEHR ST,-122.413546096394,37.7125799991039
457473,2008-11-28 16:11:00,DRUNKENNESS,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
457609,2008-11-28 02:44:00,ARSON,NORTHERN,1400 Block of VALLEJO ST,-122.42116562401002,37.7970565427155
457632,2008-11-28 00:01:00,KIDNAPPING,PARK,1200 Block of DIVISADERO ST,-122.438902727985,37.7810797684097
457637,2008-11-27 23:37:00,DRUNKENNESS,SOUTHERN,FREMONT ST / FOLSOM ST,-122.393599296214,37.7879964380876
457692,2008-11-27 19:15:00,ARSON,MISSION,100 Block of CHATTANOOGA ST,-122.426623405863,37.7541413014419
457701,2008-11-27 18:30:00,RUNAWAY,INGLESIDE,100 Block of PEABODY ST,-122.407315286094,37.7103562340903
457720,2008-11-27 16:57:00,DRUNKENNESS,MISSION,24TH ST / OSAGE ST,-122.419018144895,37.7522051632838
457986,2008-11-26 18:32:00,DRUNKENNESS,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
458118,2008-11-26 12:45:00,DRUNKENNESS,PARK,HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693
458277,2008-11-25 23:30:00,RUNAWAY,TARAVAL,1900 Block of OCEAN AV,-122.46256031901,37.7252945346576
458288,2008-11-25 23:00:00,RUNAWAY,SOUTHERN,500 Block of MINNA ST,-122.40877066526,37.7801357011746
458305,2008-11-25 21:45:00,RUNAWAY,INGLESIDE,300 Block of EDINBURGH ST,-122.430194700261,37.7235205085999
458339,2008-11-25 20:00:00,ARSON,RICHMOND,2700 Block of JACKSON ST,-122.440348065795,37.7917890969726
458422,2008-11-25 16:30:00,DRUNKENNESS,NORTHERN,2000 Block of POLK ST,-122.421608893207,37.7955038710773
458758,2008-11-24 19:55:00,KIDNAPPING,TENDERLOIN,400 Block of TURK ST,-122.416342977622,37.7824465135592
458787,2008-11-24 18:29:00,KIDNAPPING,INGLESIDE,100 Block of LUNDYS LN,-122.419429440819,37.743146841669706
459020,2008-11-24 07:15:00,KIDNAPPING,NORTHERN,900 Block of GEARY ST,-122.418918390218,37.7859407304209
459120,2008-11-16 22:20:00,DRUNKENNESS,BAYVIEW,1600 Block of THOMAS AV,-122.391648699288,37.7306822385776
459163,2008-11-16 19:18:00,ARSON,BAYVIEW,0 Block of HARBOR RD,-122.378392257534,37.7323312464378
459268,2008-11-16 13:00:00,KIDNAPPING,BAYVIEW,SILLIMAN ST / CAMBRIDGE ST,-122.418902300741,37.7276275013535
459419,2008-11-16 01:50:00,DRUNKENNESS,SOUTHERN,800 Block of MARKET ST,-122.406520987144,37.7850629421661
459432,2008-11-16 01:10:00,DRUNKENNESS,CENTRAL,KEARNY ST / BROADWAY ST,-122.405475929231,37.7980180687744
459449,2008-11-16 00:28:00,DRUNKENNESS,CENTRAL,500 Block of BROADWAY ST,-122.405862214655,37.7979117105028
459454,2008-11-16 00:05:00,ARSON,BAYVIEW,0 Block of BEATRICE LN,-122.380833215509,37.7309396002948
459813,2008-11-15 06:30:00,KIDNAPPING,PARK,1900 Block of MCALLISTER ST,-122.444148797257,37.7770048241397
459845,2008-11-15 02:08:00,DRUNKENNESS,MISSION,400 Block of CASTRO ST,-122.435012093789,37.7617677182954
459846,2008-11-15 02:08:00,DRUNKENNESS,SOUTHERN,0 Block of HAWTHORNE ST,-122.398526760915,37.7853099928246
459935,2008-11-14 22:32:00,KIDNAPPING,INGLESIDE,CONCORD ST / MORSE ST,-122.442564417847,37.7121149744585
459981,2008-11-14 20:45:00,ARSON,INGLESIDE,0 Block of BROOKDALE AV,-122.4208910342,37.7120920675614
460210,2008-11-14 11:50:00,RUNAWAY,RICHMOND,FULTON ST / PARKPRESIDIO BL,-122.471762293488,37.7731370565281
460235,2008-11-14 10:00:00,KIDNAPPING,INGLESIDE,3100 Block of MISSION ST,-122.418609719102,37.7474453071495
460374,2008-11-13 22:47:00,ARSON,CENTRAL,700 Block of CHESTNUT ST,-122.415699189467,37.8033889645287
460395,2008-11-13 22:10:00,DRUNKENNESS,RICHMOND,200 Block of CLEMENT ST,-122.461749405491,37.7830075842759
460465,2008-11-13 18:32:00,DRUNKENNESS,CENTRAL,JEFFERSON ST / JONES ST,-122.417448570419,37.8080122538321
460503,2008-11-13 17:07:00,DRUNKENNESS,CENTRAL,600 Block of LOMBARD ST,-122.41223801741998,37.802983078398704
460549,2008-11-13 15:40:00,KIDNAPPING,TARAVAL,2200 Block of 14TH AV,-122.470359608661,37.7460753397163
460553,2008-11-13 15:30:00,KIDNAPPING,INGLESIDE,ATHENS ST / BRAZIL AV,-122.428430536851,37.7216346608384
460832,2008-11-12 23:25:00,KIDNAPPING,TENDERLOIN,300 Block of HYDE ST,-122.41604728066002,37.7839824654149
461031,2008-11-12 15:07:00,DRUNKENNESS,PARK,700 Block of STANYAN ST,-122.453376250788,37.7687142722405
461152,2008-11-12 09:45:00,KIDNAPPING,BAYVIEW,0 Block of GARLINGTON CT,-122.38435769838,37.7324996437285
461329,2008-11-11 20:00:00,DRUNKENNESS,MISSION,3000 Block of 24TH ST,-122.4138307659,37.7525754079659
461376,2008-11-11 18:10:00,ARSON,BAYVIEW,2700 Block of JENNINGS ST,-122.392286120439,37.7229390030954
461444,2008-11-11 15:07:00,DRUNKENNESS,MISSION,OSAGE ST / 24TH ST,-122.419018144895,37.7522051632838
461479,2008-11-11 14:15:00,RUNAWAY,RICHMOND,2500 Block of SUTTER ST,-122.442364696255,37.7848750530811
461577,2008-11-11 09:50:00,RUNAWAY,BAYVIEW,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
461750,2008-11-10 19:40:00,DRUNKENNESS,SOUTHERN,900 Block of MARKET ST,-122.409708423721,37.78282764988379
462045,2008-11-10 05:45:00,KIDNAPPING,BAYVIEW,1600 Block of QUESADA AV,-122.390478529234,37.7327208838049
462077,2008-11-10 02:12:00,DRUNKENNESS,SOUTHERN,1100 Block of FOLSOM ST,-122.409845783196,37.7752407085662
462126,2008-11-02 23:00:00,DRUNKENNESS,PARK,1600 Block of HAIGHT ST,-122.449944521424,37.7695680602698
462308,2008-11-02 12:00:00,KIDNAPPING,NORTHERN,FILBERT ST / POLK ST,-122.422526899218,37.7996943649596
462402,2008-11-02 06:30:00,ARSON,TENDERLOIN,400 Block of ELLIS ST,-122.413631253258,37.7848053746211
462665,2008-11-01 12:40:00,RUNAWAY,BAYVIEW,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
462710,2008-11-01 11:30:00,RUNAWAY,RICHMOND,800 Block of EUCLID AV,-122.458490740585,37.7837951529214
462793,2008-11-01 05:30:00,KIDNAPPING,TENDERLOIN,OFARRELL ST / LARKIN ST,-122.417903977564,37.785167087551706
462826,2008-11-01 02:43:00,DRUNKENNESS,SOUTHERN,1100 Block of FOLSOM ST,-122.409845783196,37.7752407085662
462839,2008-11-01 02:10:00,DRUNKENNESS,CENTRAL,300 Block of BROADWAY ST,-122.40367998233,37.7981913307058
462842,2008-11-01 02:03:00,DRUNKENNESS,SOUTHERN,500 Block of HOWARD ST,-122.396934740624,37.7877468463797
462867,2008-11-01 01:25:00,DRUNKENNESS,MISSION,400 Block of CASTRO ST,-122.435150099812,37.7617597243598
462875,2008-11-01 01:00:00,KIDNAPPING,MISSION,3100 Block of 22ND ST,-122.41821569477,37.7554138872049
462888,2008-11-01 00:45:00,DRUNKENNESS,SOUTHERN,1100 Block of MARKET ST,-122.413564091744,37.779514030063
462899,2008-11-01 00:20:00,DRUNKENNESS,SOUTHERN,1200 Block of HOWARD ST,-122.412447373124,37.775633673443
462972,2008-10-31 23:15:00,DRUNKENNESS,RICHMOND,500 Block of 27TH AV,-122.486737347544,37.7790158567341
463038,2008-10-31 21:00:00,KIDNAPPING,CENTRAL,700 Block of PACIFIC AV,-122.408014703843,37.796699717573
463332,2008-10-31 02:25:00,DRUNKENNESS,PARK,HAIGHT ST / SHRADER ST,-122.451864552636,37.7693505381781
463386,2008-10-30 23:17:00,DRUNKENNESS,BAYVIEW,1700 Block of REVERE AV,-122.392775772337,37.733078171001104
463505,2008-10-30 16:00:00,RUNAWAY,TARAVAL,1800 Block of VICENTE ST,-122.48560378101,37.7388214326705
463510,2008-10-30 16:00:00,KIDNAPPING,NORTHERN,1800 Block of CHESTNUT ST,-122.433806712295,37.8011834016788
463719,2008-10-30 02:00:00,KIDNAPPING,BAYVIEW,1400 Block of 18TH ST,-122.39701495404,37.762495098651
463737,2008-10-30 00:05:00,DRUNKENNESS,RICHMOND,6300 Block of GEARY BL,-122.487415459555,37.7798470223491
463757,2008-10-29 23:07:00,DRUNKENNESS,SOUTHERN,200 Block of KING ST,-122.393110640713,37.77731032196979
463790,2008-10-29 21:19:00,DRUNKENNESS,TENDERLOIN,0 Block of TURK ST,-122.409849441655,37.78327552025671
463794,2008-10-29 21:15:00,DRUNKENNESS,TARAVAL,LAKE MERCED BL / HIGUERA AV,-122.485070779954,37.7184522746858
463842,2008-10-29 19:00:00,KIDNAPPING,PARK,WOODSIDE AV / PORTOLA DR,-122.451622869572,37.745533043349
464270,2008-10-28 19:20:00,KIDNAPPING,TENDERLOIN,400 Block of ELLIS ST,-122.413631253258,37.7848053746211
464292,2008-10-28 18:52:00,DRUNKENNESS,SOUTHERN,MARKET ST / 7TH ST,-122.41251534135598,37.78047774805079
464302,2008-10-28 18:34:00,DRUNKENNESS,BAYVIEW,PALOU AV / 3RD ST,-122.390971734551,37.73401521807229
464389,2008-10-28 15:00:00,KIDNAPPING,PARK,1700 Block of TURK ST,-122.437493921383,37.779870435121104
464493,2008-10-28 09:35:00,RUNAWAY,BAYVIEW,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
464571,2008-10-28 01:19:00,DRUNKENNESS,TARAVAL,PLYMOUTH AV / GRAFTON AV,-122.456133604353,37.72003240755389
464575,2008-10-28 01:08:00,DRUNKENNESS,TARAVAL,WAWONA ST / 21ST AV,-122.477443788773,37.7373588674449
464659,2008-10-27 21:00:00,DRUNKENNESS,SOUTHERN,POWELL ST / MARKET ST,-122.407545855931,37.784401179486
464833,2008-10-27 14:05:00,RUNAWAY,BAYVIEW,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
464846,2008-10-27 13:50:00,RUNAWAY,BAYVIEW,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
464968,2008-10-27 06:10:00,KIDNAPPING,INGLESIDE,4600 Block of MISSION ST,-122.435161640813,37.7243102435436
464969,2008-10-27 06:10:00,KIDNAPPING,INGLESIDE,4600 Block of MISSION ST,-122.435161640813,37.7243102435436
465024,2008-10-19 23:12:00,ARSON,PARK,100 Block of DOUGLASS ST,-122.439381460078,37.7618077342104
465073,2008-10-19 19:54:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
465111,2008-10-19 17:40:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
465112,2008-10-19 17:38:00,KIDNAPPING,MISSION,23RD ST / FLORIDA ST,-122.410223401131,37.75434231002311
465161,2008-10-19 16:00:00,RUNAWAY,INGLESIDE,5900 Block of MISSION ST,-122.45346119546998,37.7084753872645
465301,2008-10-19 07:25:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
465429,2008-10-18 22:15:00,RUNAWAY,TARAVAL,1800 Block of VICENTE ST,-122.48560378101,37.7388214326705
465483,2008-10-18 19:31:00,DRUNKENNESS,MISSION,1200 Block of VALENCIA ST,-122.420806049169,37.7528840217529
465690,2008-10-18 10:03:00,DRUNKENNESS,SOUTHERN,5THSTNORTH ST / MARKET ST,-122.408068345148,37.7839916768161
465703,2008-10-18 09:30:00,RUNAWAY,MISSION,1200 Block of UTAH ST,-122.405460433484,37.7536841158237
465710,2008-10-18 09:00:00,DRUNKENNESS,CENTRAL,0 Block of KEARNY ST,-122.40368884812,37.78865337551471
465772,2008-10-18 03:11:00,DRUNKENNESS,TARAVAL,100 Block of FONT BL,-122.473644075533,37.7155536666978
